record_id,student_id,student_name,roll_number,date,status,confidence,class_name,subject_name,detection_method,camera_id,frame_count,processing_time_ms,created_at
rec-000185,student-035,Student 35,2024-CS-035,2026-04-02,absent,34.24,Class A,Computer Science,manual,,0,0,2026-04-02T09:18:00Z
rec-000186,student-036,Student 36,2024-CS-036,2026-04-02,present,100,Class B,Chemistry,face-api,cam-lab-01,7,123.2,2026-04-02T09:14:00Z
rec-000187,student-037,Student 37,2024-CS-037,2026-04-02,present,97.44,Class C,Mathematics,face-api,cam-classroom-02,15,57.2,2026-04-02T09:01:00Z
rec-000188,student-038,Student 38,2024-CS-038,2026-04-02,present,96.59,Class B,English,yolo-arcface,cam-classroom-02,21,136.3,2026-04-02T09:07:00Z
rec-000189,student-039,Student 39,2024-CS-039,2026-04-02,present,95.6,Class C,Computer Science,manual,,17,0,2026-04-02T09:05:00Z
rec-000190,student-040,Student 40,2024-CS-040,2026-04-02,present,91.22,Class A,English,face-api,cam-classroom-02,10,82.8,2026-04-02T09:47:00Z
rec-000191,student-041,Student 41,2024-CS-041,2026-04-02,present,94.39,Class C,Chemistry,yolo-arcface,cam-classroom-01,8,170.3,2026-04-02T09:57:00Z
rec-000192,student-042,Student 42,2024-CS-042,2026-04-02,present,95.92,Class A,Computer Science,yolo-arcface,cam-classroom-01,23,131.7,2026-04-02T09:11:00Z
rec-000193,student-043,Student 43,2024-CS-043,2026-04-02,present,87.96,Class A,English,manual,,5,0,2026-04-02T09:29:00Z
rec-000194,student-044,Student 44,2024-CS-044,2026-04-02,present,92.41,Class C,Chemistry,manual,,23,0,2026-04-02T09:20:00Z
rec-000195,student-045,Student 45,2024-CS-045,2026-04-02,late,79.28,Class A,English,manual,,13,0,2026-04-02T09:04:00Z
rec-000196,student-046,Student 46,2024-CS-046,2026-04-02,present,84.74,Class B,Chemistry,manual,,4,0,2026-04-02T09:04:00Z
rec-000197,student-047,Student 47,2024-CS-047,2026-04-02,present,84.13,Class A,Mathematics,yolo-arcface,cam-lab-01,4,190.7,2026-04-02T09:38:00Z
rec-000198,student-048,Student 48,2024-CS-048,2026-04-02,present,95.96,Class A,English,yolo-arcface,cam-lab-01,21,53.2,2026-04-02T09:41:00Z
rec-000199,student-049,Student 49,2024-CS-049,2026-04-02,present,88.44,Class C,Physics,manual,,18,0,2026-04-02T09:03:00Z
rec-000200,student-050,Student 50,2024-CS-050,2026-04-02,present,96.27,Class C,Physics,manual,,5,0,2026-04-02T09:02:00Z
rec-000201,student-001,Student 1,2024-CS-001,2026-04-03,present,81.39,Class B,Computer Science,yolo-arcface,cam-classroom-02,17,65.7,2026-04-03T09:24:00Z
rec-000202,student-002,Student 2,2024-CS-002,2026-04-03,present,90.76,Class C,Computer Science,yolo-arcface,cam-classroom-01,24,62.3,2026-04-03T09:21:00Z
rec-000203,student-003,Student 3,2024-CS-003,2026-04-03,present,85.89,Class B,Computer Science,manual,,15,0,2026-04-03T09:46:00Z
rec-000204,student-004,Student 4,2024-CS-004,2026-04-03,late,98.6,Class A,Chemistry,face-api,cam-lab-01,13,107.9,2026-04-03T09:09:00Z
rec-000205,student-005,Student 5,2024-CS-005,2026-04-03,late,83.68,Class A,Chemistry,manual,,15,0,2026-04-03T09:45:00Z
rec-000206,student-006,Student 6,2024-CS-006,2026-04-03,absent,50.36,Class B,Chemistry,manual,,0,0,2026-04-03T09:24:00Z
rec-000207,student-007,Student 7,2024-CS-007,2026-04-03,present,90.51,Class C,Mathematics,manual,,24,0,2026-04-03T09:41:00Z
rec-000208,student-008,Student 8,2024-CS-008,2026-04-03,present,94.76,Class A,Computer Science,manual,,14,0,2026-04-03T09:19:00Z
rec-000209,student-009,Student 9,2024-CS-009,2026-04-03,present,95.25,Class A,Physics,yolo-arcface,cam-classroom-01,9,214.7,2026-04-03T09:04:00Z
rec-000210,student-010,Student 10,2024-CS-010,2026-04-03,present,93.69,Class A,Computer Science,manual,,19,0,2026-04-03T09:56:00Z
rec-000211,student-011,Student 11,2024-CS-011,2026-04-03,present,85.06,Class C,Chemistry,face-api,cam-classroom-01,22,103.0,2026-04-03T09:46:00Z
rec-000212,student-012,Student 12,2024-CS-012,2026-04-03,present,94.5,Class B,Chemistry,yolo-arcface,cam-classroom-02,14,106.9,2026-04-03T09:48:00Z
rec-000213,student-013,Student 13,2024-CS-013,2026-04-03,present,88.05,Class B,Physics,yolo-arcface,cam-classroom-02,10,86.4,2026-04-03T09:43:00Z
rec-000214,student-014,Student 14,2024-CS-014,2026-04-03,absent,27.26,Class B,English,manual,,0,0,2026-04-03T09:49:00Z
rec-000215,student-015,Student 15,2024-CS-015,2026-04-03,present,86.59,Class C,Physics,face-api,cam-classroom-02,9,153.1,2026-04-03T09:03:00Z
rec-000216,student-016,Student 16,2024-CS-016,2026-04-03,present,97.37,Class C,Mathematics,face-api,cam-classroom-02,25,83.8,2026-04-03T09:05:00Z
rec-000217,student-017,Student 17,2024-CS-017,2026-04-03,present,90.14,Class A,Physics,face-api,cam-classroom-02,16,206.0,2026-04-03T09:56:00Z
rec-000218,student-018,Student 18,2024-CS-018,2026-04-03,present,93.96,Class A,English,manual,,14,0,2026-04-03T09:05:00Z
rec-000219,student-019,Student 19,2024-CS-019,2026-04-03,present,92.33,Class C,Computer Science,face-api,cam-classroom-01,13,189.4,2026-04-03T09:08:00Z
rec-000220,student-020,Student 20,2024-CS-020,2026-04-03,present,87.17,Class B,English,yolo-arcface,cam-lab-01,25,152.9,2026-04-03T09:00:00Z
rec-000221,student-021,Student 21,2024-CS-021,2026-04-03,late,76.22,Class C,Chemistry,face-api,cam-lab-01,11,124.9,2026-04-03T09:27:00Z
rec-000222,student-022,Student 22,2024-CS-022,2026-04-03,present,95.34,Class B,Chemistry,yolo-arcface,cam-classroom-02,10,116.0,2026-04-03T09:04:00Z
rec-000223,student-023,Student 23,2024-CS-023,2026-04-03,present,93.78,Class C,Physics,yolo-arcface,cam-lab-01,22,64.9,2026-04-03T09:09:00Z
rec-000224,student-024,Student 24,2024-CS-024,2026-04-03,present,90.09,Class A,Mathematics,face-api,cam-lab-01,22,88.7,2026-04-03T09:23:00Z
rec-000225,student-025,Student 25,2024-CS-025,2026-04-03,present,98.23,Class C,Chemistry,manual,,20,0,2026-04-03T09:35:00Z
rec-000226,student-026,Student 26,2024-CS-026,2026-04-03,present,93.25,Class B,Mathematics,yolo-arcface,cam-classroom-02,14,111.5,2026-04-03T09:50:00Z
rec-000227,student-027,Student 27,2024-CS-027,2026-04-03,present,92.49,Class C,Computer Science,face-api,cam-classroom-01,21,178.4,2026-04-03T09:02:00Z
rec-000228,student-028,Student 28,2024-CS-028,2026-04-03,present,87.45,Class C,English,manual,,17,0,2026-04-03T09:40:00Z
rec-000229,student-029,Student 29,2024-CS-029,2026-04-03,present,99.31,Class A,Computer Science,face-api,cam-classroom-01,5,99.7,2026-04-03T09:02:00Z
rec-000230,student-030,Student 30,2024-CS-030,2026-04-03,present,77.94,Class C,English,face-api,cam-classroom-02,13,164.0,2026-04-03T09:02:00Z
rec-000231,student-031,Student 31,2024-CS-031,2026-04-03,present,89.06,Class C,Computer Science,face-api,cam-classroom-02,12,76.6,2026-04-03T09:07:00Z
rec-000232,student-032,Student 32,2024-CS-032,2026-04-03,present,100,Class B,Computer Science,yolo-arcface,cam-classroom-01,15,116.4,2026-04-03T09:31:00Z
rec-000233,student-033,Student 33,2024-CS-033,2026-04-03,present,79.28,Class B,Mathematics,yolo-arcface,cam-classroom-02,19,118.3,2026-04-03T09:38:00Z
rec-000234,student-034,Student 34,2024-CS-034,2026-04-03,absent,36.19,Class A,Chemistry,manual,,0,0,2026-04-03T09:18:00Z
rec-000235,student-035,Student 35,2024-CS-035,2026-04-03,present,99.73,Class C,English,yolo-arcface,cam-classroom-01,17,148.4,2026-04-03T09:44:00Z
rec-000236,student-036,Student 36,2024-CS-036,2026-04-03,present,82.86,Class B,Computer Science,yolo-arcface,cam-lab-01,22,141.0,2026-04-03T09:50:00Z
rec-000237,student-037,Student 37,2024-CS-037,2026-04-03,absent,49.04,Class B,Chemistry,manual,,0,0,2026-04-03T09:51:00Z
rec-000238,student-038,Student 38,2024-CS-038,2026-04-03,present,95.88,Class B,Mathematics,face-api,cam-classroom-01,3,154.1,2026-04-03T09:04:00Z
rec-000239,student-039,Student 39,2024-CS-039,2026-04-03,present,98.41,Class B,English,manual,,14,0,2026-04-03T09:36:00Z
rec-000240,student-040,Student 40,2024-CS-040,2026-04-03,present,95.74,Class B,Mathematics,yolo-arcface,cam-lab-01,14,155.9,2026-04-03T09:08:00Z
rec-000241,student-041,Student 41,2024-CS-041,2026-04-03,present,85.03,Class A,Physics,face-api,cam-classroom-02,6,154.6,2026-04-03T09:33:00Z
rec-000242,student-042,Student 42,2024-CS-042,2026-04-03,present,87.67,Class B,Physics,yolo-arcface,cam-lab-01,25,108.2,2026-04-03T09:18:00Z
rec-000243,student-043,Student 43,2024-CS-043,2026-04-03,present,96.01,Class B,Physics,face-api,cam-lab-01,5,119.8,2026-04-03T09:28:00Z
rec-000244,student-044,Student 44,2024-CS-044,2026-04-03,absent,44.58,Class B,Computer Science,manual,,0,0,2026-04-03T09:45:00Z
rec-000245,student-045,Student 45,2024-CS-045,2026-04-03,present,77.41,Class B,Physics,manual,,12,0,2026-04-03T09:45:00Z
rec-000246,student-046,Student 46,2024-CS-046,2026-04-03,present,90.86,Class A,Mathematics,yolo-arcface,cam-classroom-01,19,96.5,2026-04-03T09:50:00Z
rec-000247,student-047,Student 47,2024-CS-047,2026-04-03,present,92.35,Class B,English,manual,,21,0,2026-04-03T09:51:00Z
rec-000248,student-048,Student 48,2024-CS-048,2026-04-03,absent,26.65,Class A,Chemistry,manual,,0,0,2026-04-03T09:56:00Z
rec-000249,student-049,Student 49,2024-CS-049,2026-04-03,present,83.37,Class C,English,manual,,18,0,2026-04-03T09:49:00Z
rec-000250,student-050,Student 50,2024-CS-050,2026-04-03,present,100,Class A,Computer Science,manual,,5,0,2026-04-03T09:41:00Z
rec-000251,student-001,Student 1,2024-CS-001,2026-04-04,present,84.92,Class C,Chemistry,face-api,cam-classroom-01,20,130.3,2026-04-04T09:49:00Z
rec-000252,student-002,Student 2,2024-CS-002,2026-04-04,absent,0,Class A,Mathematics,manual,,0,0,2026-04-04T09:33:00Z
rec-000253,student-003,Student 3,2024-CS-003,2026-04-04,present,97.42,Class B,Chemistry,face-api,cam-classroom-02,8,92.3,2026-04-04T09:54:00Z
rec-000254,student-004,Student 4,2024-CS-004,2026-04-04,present,100,Class C,Computer Science,face-api,cam-lab-01,23,150.8,2026-04-04T09:34:00Z
rec-000255,student-005,Student 5,2024-CS-005,2026-04-04,present,90.7,Class C,Chemistry,manual,,8,0,2026-04-04T09:09:00Z
rec-000256,student-006,Student 6,2024-CS-006,2026-04-04,present,82.83,Class A,Mathematics,yolo-arcface,cam-classroom-01,21,59.2,2026-04-04T09:02:00Z
rec-000257,student-007,Student 7,2024-CS-007,2026-04-04,absent,31.55,Class A,Chemistry,manual,,0,0,2026-04-04T09:26:00Z
rec-000258,student-008,Student 8,2024-CS-008,2026-04-04,present,87.34,Class C,Computer Science,face-api,cam-classroom-02,18,158.5,2026-04-04T09:15:00Z
rec-000259,student-009,Student 9,2024-CS-009,2026-04-04,present,87.16,Class B,English,manual,,15,0,2026-04-04T09:04:00Z
rec-000260,student-010,Student 10,2024-CS-010,2026-04-04,present,95.4,Class B,Chemistry,yolo-arcface,cam-classroom-01,9,154.7,2026-04-04T09:20:00Z
rec-000261,student-011,Student 11,2024-CS-011,2026-04-04,late,77.96,Class A,Computer Science,yolo-arcface,cam-lab-01,15,227.9,2026-04-04T09:35:00Z
rec-000262,student-012,Student 12,2024-CS-012,2026-04-04,present,92.16,Class A,Mathematics,yolo-arcface,cam-classroom-01,10,140.4,2026-04-04T09:18:00Z
rec-000263,student-013,Student 13,2024-CS-013,2026-04-04,absent,40.26,Class A,Computer Science,manual,,0,0,2026-04-04T09:59:00Z
rec-000264,student-014,Student 14,2024-CS-014,2026-04-04,present,87.29,Class C,English,yolo-arcface,cam-classroom-02,9,123.9,2026-04-04T09:56:00Z
rec-000265,student-015,Student 15,2024-CS-015,2026-04-04,present,84.98,Class A,Physics,face-api,cam-lab-01,5,164.7,2026-04-04T09:22:00Z
rec-000266,student-016,Student 16,2024-CS-016,2026-04-04,present,89.6,Class C,English,yolo-arcface,cam-classroom-02,18,57.0,2026-04-04T09:34:00Z
rec-000267,student-017,Student 17,2024-CS-017,2026-04-04,present,85.36,Class B,English,face-api,cam-classroom-02,16,140.9,2026-04-04T09:02:00Z
rec-000268,student-018,Student 18,2024-CS-018,2026-04-04,present,95.51,Class A,Computer Science,manual,,20,0,2026-04-04T09:35:00Z
rec-000269,student-019,Student 19,2024-CS-019,2026-04-04,present,87.04,Class C,Chemistry,manual,,11,0,2026-04-04T09:07:00Z
rec-000270,student-020,Student 20,2024-CS-020,2026-04-04,present,96.3,Class C,Computer Science,face-api,cam-classroom-01,15,37.7,2026-04-04T09:12:00Z
rec-000271,student-021,Student 21,2024-CS-021,2026-04-04,present,100,Class C,Computer Science,yolo-arcface,cam-classroom-02,19,130.9,2026-04-04T09:33:00Z
rec-000272,student-022,Student 22,2024-CS-022,2026-04-04,present,92.42,Class A,Computer Science,manual,,19,0,2026-04-04T09:59:00Z
rec-000273,student-023,Student 23,2024-CS-023,2026-04-04,present,100,Class C,Computer Science,manual,,12,0,2026-04-04T09:32:00Z
rec-000274,student-024,Student 24,2024-CS-024,2026-04-04,late,100,Class C,Chemistry,manual,,18,0,2026-04-04T09:19:00Z
rec-000275,student-025,Student 25,2024-CS-025,2026-04-04,present,97.35,Class C,Computer Science,face-api,cam-lab-01,16,123.7,2026-04-04T09:55:00Z
rec-000276,student-026,Student 26,2024-CS-026,2026-04-04,present,98.71,Class C,Physics,manual,,21,0,2026-04-04T09:46:00Z
rec-000277,student-027,Student 27,2024-CS-027,2026-04-04,present,93.13,Class B,Physics,yolo-arcface,cam-lab-01,8,56.8,2026-04-04T09:15:00Z
rec-000278,student-028,Student 28,2024-CS-028,2026-04-04,present,90.55,Class A,Mathematics,manual,,6,0,2026-04-04T09:28:00Z
rec-000279,student-029,Student 29,2024-CS-029,2026-04-04,present,97.33,Class C,English,yolo-arcface,cam-lab-01,19,169.9,2026-04-04T09:46:00Z
rec-000280,student-030,Student 30,2024-CS-030,2026-04-04,present,94.65,Class B,Chemistry,yolo-arcface,cam-classroom-02,24,140.8,2026-04-04T09:20:00Z
rec-000281,student-031,Student 31,2024-CS-031,2026-04-04,absent,12.08,Class C,Computer Science,manual,,0,0,2026-04-04T09:43:00Z
rec-000282,student-032,Student 32,2024-CS-032,2026-04-04,present,93.86,Class C,Computer Science,manual,,24,0,2026-04-04T09:39:00Z
rec-000283,student-033,Student 33,2024-CS-033,2026-04-04,present,96.68,Class B,Computer Science,yolo-arcface,cam-lab-01,10,111.4,2026-04-04T09:13:00Z
rec-000284,student-034,Student 34,2024-CS-034,2026-04-04,present,85.16,Class B,Mathematics,manual,,11,0,2026-04-04T09:36:00Z
rec-000285,student-035,Student 35,2024-CS-035,2026-04-04,present,92.47,Class A,Computer Science,yolo-arcface,cam-classroom-01,15,161.4,2026-04-04T09:18:00Z
rec-000286,student-036,Student 36,2024-CS-036,2026-04-04,absent,0,Class A,Computer Science,manual,,0,0,2026-04-04T09:59:00Z
rec-000287,student-037,Student 37,2024-CS-037,2026-04-04,present,91.72,Class B,Chemistry,face-api,cam-lab-01,20,165.6,2026-04-04T09:17:00Z
rec-000288,student-038,Student 38,2024-CS-038,2026-04-04,present,86.04,Class C,Chemistry,face-api,cam-classroom-01,4,84.7,2026-04-04T09:40:00Z
rec-000289,student-039,Student 39,2024-CS-039,2026-04-04,present,96.34,Class C,Physics,yolo-arcface,cam-classroom-01,6,141.1,2026-04-04T09:35:00Z
rec-000290,student-040,Student 40,2024-CS-040,2026-04-04,absent,41.93,Class B,English,manual,,0,0,2026-04-04T09:41:00Z
rec-000291,student-041,Student 41,2024-CS-041,2026-04-04,present,99.31,Class A,Chemistry,yolo-arcface,cam-classroom-01,13,116.9,2026-04-04T09:34:00Z
rec-000292,student-042,Student 42,2024-CS-042,2026-04-04,present,94.04,Class A,English,face-api,cam-classroom-02,8,53.7,2026-04-04T09:11:00Z
rec-000293,student-043,Student 43,2024-CS-043,2026-04-04,absent,44.11,Class B,Mathematics,manual,,0,0,2026-04-04T09:00:00Z
rec-000294,student-044,Student 44,2024-CS-044,2026-04-04,present,80.99,Class B,Chemistry,yolo-arcface,cam-lab-01,12,64.7,2026-04-04T09:31:00Z
rec-000295,student-045,Student 45,2024-CS-045,2026-04-04,late,94.3,Class A,Computer Science,yolo-arcface,cam-classroom-01,9,155.4,2026-04-04T09:46:00Z
rec-000296,student-046,Student 46,2024-CS-046,2026-04-04,present,91.82,Class B,Chemistry,manual,,13,0,2026-04-04T09:43:00Z
rec-000297,student-047,Student 47,2024-CS-047,2026-04-04,present,95.85,Class B,Chemistry,face-api,cam-classroom-02,22,172.8,2026-04-04T09:05:00Z
rec-000298,student-048,Student 48,2024-CS-048,2026-04-04,present,81.95,Class A,Mathematics,face-api,cam-classroom-02,8,165.3,2026-04-04T09:24:00Z
rec-000299,student-049,Student 49,2024-CS-049,2026-04-04,present,91.22,Class A,Computer Science,yolo-arcface,cam-lab-01,13,99.5,2026-04-04T09:23:00Z
rec-000300,student-050,Student 50,2024-CS-050,2026-04-04,present,100,Class B,Chemistry,face-api,cam-lab-01,24,145.2,2026-04-04T09:49:00Z
rec-000301,student-001,Student 1,2024-CS-001,2026-04-05,present,95.47,Class C,Physics,face-api,cam-classroom-01,23,148.9,2026-04-05T09:08:00Z
rec-000302,student-002,Student 2,2024-CS-002,2026-04-05,present,89.48,Class B,Chemistry,yolo-arcface,cam-lab-01,22,76.4,2026-04-05T09:52:00Z
rec-000303,student-003,Student 3,2024-CS-003,2026-04-05,present,98.66,Class A,Chemistry,face-api,cam-classroom-02,24,122.4,2026-04-05T09:33:00Z
rec-000304,student-004,Student 4,2024-CS-004,2026-04-05,present,79.81,Class C,Physics,face-api,cam-lab-01,21,177.2,2026-04-05T09:34:00Z
rec-000305,student-005,Student 5,2024-CS-005,2026-04-05,present,99.31,Class C,Chemistry,yolo-arcface,cam-classroom-02,19,63.6,2026-04-05T09:05:00Z
rec-000306,student-006,Student 6,2024-CS-006,2026-04-05,late,92.32,Class B,Chemistry,yolo-arcface,cam-classroom-01,4,74.0,2026-04-05T09:35:00Z
rec-000307,student-007,Student 7,2024-CS-007,2026-04-05,present,94.08,Class C,Physics,yolo-arcface,cam-lab-01,3,61.5,2026-04-05T09:04:00Z
rec-000308,student-008,Student 8,2024-CS-008,2026-04-05,present,98.72,Class A,English,yolo-arcface,cam-classroom-01,25,238.1,2026-04-05T09:18:00Z
rec-000309,student-009,Student 9,2024-CS-009,2026-04-05,present,99.5,Class B,Computer Science,face-api,cam-classroom-02,23,177.1,2026-04-05T09:28:00Z
rec-000310,student-010,Student 10,2024-CS-010,2026-04-05,late,86.44,Class C,Physics,yolo-arcface,cam-lab-01,15,210.4,2026-04-05T09:55:00Z
rec-000311,student-011,Student 11,2024-CS-011,2026-04-05,present,99.48,Class A,Mathematics,face-api,cam-classroom-01,20,103.7,2026-04-05T09:19:00Z
rec-000312,student-012,Student 12,2024-CS-012,2026-04-05,present,93.95,Class B,Chemistry,manual,,20,0,2026-04-05T09:24:00Z
rec-000313,student-013,Student 13,2024-CS-013,2026-04-05,late,88.12,Class C,Mathematics,yolo-arcface,cam-classroom-01,9,156.9,2026-04-05T09:51:00Z
rec-000314,student-014,Student 14,2024-CS-014,2026-04-05,present,81.44,Class A,Mathematics,face-api,cam-classroom-01,10,58.0,2026-04-05T09:38:00Z
rec-000315,student-015,Student 15,2024-CS-015,2026-04-05,present,84.36,Class C,Mathematics,face-api,cam-classroom-02,10,84.1,2026-04-05T09:28:00Z
rec-000316,student-016,Student 16,2024-CS-016,2026-04-05,present,94.45,Class C,Computer Science,face-api,cam-classroom-01,7,198.2,2026-04-05T09:52:00Z
rec-000317,student-017,Student 17,2024-CS-017,2026-04-05,late,78.68,Class A,Computer Science,manual,,13,0,2026-04-05T09:56:00Z
rec-000318,student-018,Student 18,2024-CS-018,2026-04-05,present,88.38,Class A,English,manual,,19,0,2026-04-05T09:19:00Z
rec-000319,student-019,Student 19,2024-CS-019,2026-04-05,present,84.47,Class C,English,manual,,8,0,2026-04-05T09:35:00Z
rec-000320,student-020,Student 20,2024-CS-020,2026-04-05,present,89.2,Class B,English,yolo-arcface,cam-classroom-02,23,86.7,2026-04-05T09:09:00Z
rec-000321,student-021,Student 21,2024-CS-021,2026-04-05,present,82.73,Class B,Physics,face-api,cam-classroom-02,20,43.2,2026-04-05T09:58:00Z
rec-000322,student-022,Student 22,2024-CS-022,2026-04-05,present,93.93,Class A,Computer Science,yolo-arcface,cam-classroom-01,16,99.9,2026-04-05T09:21:00Z
rec-000323,student-023,Student 23,2024-CS-023,2026-04-05,present,90.87,Class A,Mathematics,yolo-arcface,cam-classroom-02,14,173.7,2026-04-05T09:24:00Z
rec-000324,student-024,Student 24,2024-CS-024,2026-04-05,present,97.29,Class A,Physics,manual,,4,0,2026-04-05T09:51:00Z
rec-000325,student-025,Student 25,2024-CS-025,2026-04-05,present,90.77,Class B,Computer Science,yolo-arcface,cam-classroom-01,9,69.5,2026-04-05T09:13:00Z
rec-000326,student-026,Student 26,2024-CS-026,2026-04-05,absent,37.28,Class B,Physics,manual,,0,0,2026-04-05T09:44:00Z
rec-000327,student-027,Student 27,2024-CS-027,2026-04-05,present,91.29,Class B,English,face-api,cam-classroom-02,15,163.7,2026-04-05T09:34:00Z
rec-000328,student-028,Student 28,2024-CS-028,2026-04-05,present,88.13,Class B,Mathematics,yolo-arcface,cam-lab-01,11,67.3,2026-04-05T09:30:00Z
rec-000329,student-029,Student 29,2024-CS-029,2026-04-05,present,100,Class C,Physics,yolo-arcface,cam-lab-01,9,91.6,2026-04-05T09:09:00Z
